iter	RMSE
1513	0.1421980491
1514	0.1421928488
1515	0.1421889868
1516	0.1421830989
1517	0.142179337
1518	0.1421754849
1519	0.1421700281
1520	0.1421647255
1521	0.1421584096
1522	0.1421551237
1523	0.1421497566
1524	0.142143291
1525	0.1421383649
1526	0.1421325088
1527	0.1421289877
1528	0.142125451
1529	0.1421225997
1530	0.1421167181
1531	0.1421124098
1532	0.1421087493
1533	0.142105902
1534	0.1421007527
1535	0.1420976547
1536	0.1420933896
1537	0.1420898387
1538	0.1420860135
1539	0.1420813774
1540	0.14207699
1541	0.1420731012
1542	0.1420666888
1543	0.1420612328
1544	0.1420576182
1545	0.1420545647
1546	0.1420512415
1547	0.1420476439
1548	0.1420425783
1549	0.1420372672
1550	0.142034496
1551	0.1420300488
1552	0.1420246603
1553	0.1420206148
1554	0.1420182629
1555	0.1420126138
1556	0.1420071898
1557	0.142004193
1558	0.1419994672
1559	0.1419946835
1560	0.1419886604
1561	0.141983209
1562	0.1419792453
1563	0.1419770349
1564	0.1419718542
1565	0.1419662001
1566	0.1419619071
1567	0.1419571548
1568	0.1419547485
1569	0.1419510846
1570	0.1419453511
1571	0.1419412888
1572	0.1419343109
1573	0.1419308512
1574	0.14192662
1575	0.1419216944
1576	0.1419192205
1577	0.1419125669
1578	0.1419077993
1579	0.1419019168
1580	0.1418980313
1581	0.1418930019
1582	0.1418860327
1583	0.1418761691
1584	0.141870982
1585	0.1418661856
1586	0.1418609812
1587	0.1418522289
1588	0.1418493244
1589	0.1418419248
1590	0.1418372503
1591	0.1418311908
1592	0.141826534
1593	0.1418207099
1594	0.1418175848
1595	0.1418133254
1596	0.1418083282
1597	0.14180312
1598	0.1417992032
1599	0.1417948189
1600	0.1417906747
1601	0.1417836909
1602	0.1417756433
1603	0.1417711854
1604	0.1417652866
1605	0.1417598962
1606	0.1417541707
1607	0.1417502091
1608	0.1417440026
1609	0.141739029
1610	0.1417343169
1611	0.1417298182
1612	0.1417243447
1613	0.1417187255
1614	0.1417126944
1615	0.141707742
1616	0.1417001767
1617	0.141697227
1618	0.1416929398
1619	0.1416907813
1620	0.1416864875
1621	0.1416814974
1622	0.1416764732
1623	0.141672254
1624	0.1416689357
1625	0.1416640677
1626	0.1416588738
1627	0.1416567991
1628	0.1416495776
1629	0.1416442229
1630	0.141640648
1631	0.1416360988
1632	0.1416312954
1633	0.1416275151
1634	0.1416215668
1635	0.1416157339
1636	0.141612908
1637	0.1416085288
1638	0.1416032787
1639	0.1415983052
1640	0.1415929228
1641	0.1415892913
1642	0.1415866281
1643	0.1415817328
1644	0.1415770585
1645	0.1415702207
1646	0.1415678825
1647	0.1415628977
1648	0.1415579533
1649	0.1415526652
1650	0.1415493464
1651	0.141545807
1652	0.1415429264
1653	0.1415393843
1654	0.1415361753
1655	0.1415317189
1656	0.1415266261
1657	0.1415236381
1658	0.141520424
1659	0.1415110871
1660	0.1415068151
1661	0.141502319
1662	0.1414984188
1663	0.1414942121
1664	0.1414898287
1665	0.1414861906
1666	0.1414819155
1667	0.1414797953
1668	0.1414772092
1669	0.1414724324
1670	0.1414678381
1671	0.1414623295
1672	0.1414577357
1673	0.1414538296
1674	0.1414503666
1675	0.1414427929
1676	0.1414395448
1677	0.1414360879
1678	0.1414311464
1679	0.1414265042
1680	0.1414191105
1681	0.1414151163
1682	0.1414094277
1683	0.1414058706
1684	0.1413994489
1685	0.1413939344
1686	0.1413893611
1687	0.1413864873
1688	0.1413824321
1689	0.1413770835
1690	0.1413736127
1691	0.1413657046
1692	0.1413614798
1693	0.1413588144
1694	0.1413544276
1695	0.1413511998
1696	0.141346843
1697	0.1413426817
1698	0.14133994
1699	0.1413365955
1700	0.1413315696
1701	0.1413268814
1702	0.1413241618
1703	0.1413202308
1704	0.1413160559
1705	0.1413117483
1706	0.1413066036
1707	0.141301416
1708	0.1412979484
1709	0.1412931298
1710	0.1412869062
1711	0.1412828073
1712	0.1412800678
1713	0.1412760596
1714	0.1412720062
1715	0.14126666
1716	0.1412633492
1717	0.141260459
1718	0.1412553394
1719	0.1412501388
1720	0.1412469106
1721	0.141244451
1722	0.1412398564
1723	0.1412349751
1724	0.1412318426
1725	0.1412292709
1726	0.1412242589
1727	0.1412194627
1728	0.1412171519
1729	0.1412144261
1730	0.1412119397
1731	0.1412079714
1732	0.1412022829
1733	0.1411956655
1734	0.1411920382
1735	0.1411875173
1736	0.1411844394
1737	0.1411803978
1738	0.1411770512
1739	0.141172659
1740	0.1411696596
1741	0.1411667243
1742	0.1411638359
1743	0.1411597199
1744	0.1411548898
1745	0.141147948
1746	0.1411431686
1747	0.1411372579
1748	0.1411337181
1749	0.1411296607
1750	0.1411270356
1751	0.1411227893
1752	0.1411187628
1753	0.141115492
1754	0.1411118611
1755	0.1411066749
1756	0.1411041674
1757	0.1410981297
1758	0.1410932984
1759	0.1410894237
1760	0.1410858333
1761	0.1410815361
1762	0.1410754163
1763	0.1410706515
1764	0.1410661673
1765	0.1410626649
1766	0.1410573029
1767	0.1410551978
1768	0.1410512935
1769	0.1410483124
1770	0.1410387679
1771	0.1410343605
1772	0.1410271733
1773	0.1410246714
1774	0.1410210983
1775	0.1410178546
1776	0.1410147339
1777	0.1410111501
1778	0.141006573
1779	0.1410018933
1780	0.1409979342
1781	0.1409955846
1782	0.140992842
1783	0.1409892859
1784	0.1409845474
1785	0.1409796633
1786	0.1409765552
1787	0.1409726422
1788	0.1409690701
1789	0.1409647457
1790	0.1409601215
1791	0.14095701
1792	0.1409530372
1793	0.1409482791
1794	0.1409446845
1795	0.1409408123
1796	0.1409370426
1797	0.1409338006
1798	0.1409281227
1799	0.1409256022
1800	0.1409229392
1801	0.1409202416
1802	0.14091501
1803	0.1409098123
1804	0.1409051723
1805	0.1409012337
1806	0.1408969315
1807	0.1408930944
1808	0.140890234
1809	0.1408845897
1810	0.140879031
1811	0.1408757283
1812	0.1408693097
1813	0.1408653486
1814	0.1408605066
1815	0.140853743
1816	0.140848313
1817	0.1408437474
1818	0.1408388232
1819	0.1408335428
1820	0.1408298838
1821	0.1408265587
1822	0.1408235767
1823	0.1408181768
1824	0.1408146082
1825	0.1408067071
1826	0.1408020132
1827	0.1407979237
1828	0.1407941309
1829	0.1407888249
1830	0.1407843395
1831	0.1407768603
1832	0.1407714978
1833	0.1407680739
1834	0.1407644284
1835	0.1407604399
1836	0.1407561178
1837	0.140751174
1838	0.1407478602
1839	0.1407453112
1840	0.1407432657
1841	0.1407391002
1842	0.1407340931
1843	0.140728101
1844	0.1407248783
1845	0.1407203764
1846	0.1407163667
1847	0.1407139826
1848	0.1407068081
1849	0.1407044764
1850	0.1407017605
1851	0.1406977743
1852	0.1406928573
1853	0.1406880977
1854	0.1406848755
1855	0.1406796879
1856	0.140675246
1857	0.1406728373
1858	0.1406697593
1859	0.1406661104
1860	0.1406636292
1861	0.1406586571
1862	0.1406549059
1863	0.1406492486
1864	0.1406469946
1865	0.1406419123
1866	0.140638982
1867	0.1406347198
1868	0.1406311012
1869	0.1406247054
1870	0.1406203805
1871	0.1406155004
1872	0.1406100305
1873	0.1406061294
1874	0.1406014182
1875	0.1405974304
1876	0.1405927957
1877	0.1405888582
1878	0.1405851733
1879	0.1405812447
1880	0.1405775921
1881	0.140574596
1882	0.1405685237
1883	0.1405634342
1884	0.1405592074
1885	0.1405559595
1886	0.1405522487
1887	0.1405457537
1888	0.1405399242
1889	0.1405350704
1890	0.1405310303
1891	0.1405267008
1892	0.1405223686
1893	0.1405175518
1894	0.1405137955
1895	0.1405108677
1896	0.1405080331
1897	0.1405044411
1898	0.1404996762
1899	0.1404943971
1900	0.1404896864
1901	0.1404838706
1902	0.1404795694
1903	0.1404753772
1904	0.1404712394
1905	0.1404667986
1906	0.1404635811
1907	0.1404604495
1908	0.1404585492
1909	0.1404557861
1910	0.1404509921
1911	0.1404481272
1912	0.1404436675
1913	0.140438557
1914	0.1404364238
1915	0.1404343556
1916	0.1404312918
1917	0.1404275967
1918	0.1404219975
1919	0.1404186382
1920	0.1404156044
1921	0.1404106996
1922	0.1404036738
1923	0.1403995644
1924	0.1403942597
1925	0.1403908162
1926	0.140389206
1927	0.1403872138
1928	0.1403826438
1929	0.140378892
1930	0.1403757341
1931	0.1403694406
1932	0.1403645585
1933	0.1403603753
1934	0.1403550974
1935	0.1403504984
1936	0.1403454501
1937	0.140341265
1938	0.1403381018
1939	0.1403336379
1940	0.14032843
1941	0.140325504
1942	0.1403201242
1943	0.1403111613
1944	0.1403095438
1945	0.140305654
1946	0.1403016647
1947	0.1402967729
1948	0.1402899962
1949	0.1402873465
1950	0.1402844949
1951	0.1402798674
1952	0.1402750049
1953	0.1402693995
1954	0.1402638256
1955	0.1402599335
1956	0.1402564466
1957	0.1402511305
1958	0.1402480053
1959	0.1402437638
1960	0.1402377374
1961	0.1402322969
1962	0.140226202
1963	0.1402243592
1964	0.14022079
1965	0.1402140694
1966	0.1402090132
1967	0.140207377
1968	0.140204044
1969	0.1402020286
1970	0.1401998465
1971	0.1401948922
1972	0.1401922493
1973	0.1401869006
1974	0.1401807166
1975	0.1401771026
1976	0.1401740772
1977	0.1401711578
1978	0.1401677303
1979	0.1401650833
1980	0.1401601002
1981	0.1401549526
1982	0.14015057
1983	0.14014334
1984	0.140139211
1985	0.1401361772
1986	0.140129103
1987	0.1401241116
1988	0.140118481
1989	0.1401119472
1990	0.1401081015
1991	0.1401042389
1992	0.1400999904
1993	0.1400954301
1994	0.1400936269
1995	0.1400903585
1996	0.1400873494
1997	0.1400822832
1998	0.1400788993
1999	0.1400733019
2000	0.1400685293
2001	0.1400637342
2002	0.1400595916
2003	0.1400560904
2004	0.1400526657
2005	0.1400475261
2006	0.1400436745
2007	0.1400398235
2008	0.1400370333
2009	0.1400337803
2010	0.1400305435
2011	0.1400264923
2012	0.1400241899
2013	0.1400195067
2014	0.1400164138
2015	0.1400107127
2016	0.1400085538
2017	0.1400049218
2018	0.1400005263
2019	0.139997828
2020	0.1399934271
2021	0.1399895706
2022	0.1399846966
2023	0.1399806752
2024	0.1399780751
2025	0.1399749407
2026	0.1399697769
2027	0.1399655169
2028	0.1399620822
2029	0.1399593841
2030	0.1399553273
2031	0.1399521781
2032	0.1399481963
2033	0.1399446163
2034	0.1399405328
2035	0.1399363908
2036	0.1399346476
2037	0.1399293453
2038	0.1399275064
2039	0.1399232726
2040	0.1399215856
2041	0.1399169125
2042	0.1399141944
2043	0.1399103445
2044	0.1399057845
2045	0.1399007295
2046	0.1398976902
2047	0.1398933258
2048	0.1398894114
2049	0.1398869227
2050	0.1398846014
2051	0.1398815096
2052	0.1398748919
2053	0.1398704626
2054	0.1398662191
2055	0.1398608218
2056	0.1398583554
2057	0.1398548709
2058	0.1398504816
2059	0.1398472898
2060	0.1398437567
2061	0.1398401526
2062	0.1398359345
2063	0.1398307941
2064	0.1398269838
2065	0.1398192434
2066	0.1398171042
2067	0.1398122429
2068	0.1398099362
2069	0.1398072633
2070	0.1398037129
2071	0.1397982341
2072	0.1397943482
2073	0.1397903165
2074	0.1397871976
2075	0.1397814593
2076	0.1397773965
2077	0.1397749598
2078	0.1397716692
2079	0.139765402
2080	0.1397600045
2081	0.1397561048
2082	0.1397502573
2083	0.1397476813
2084	0.1397443166
2085	0.1397392507
2086	0.1397333186
2087	0.1397294559
2088	0.1397264189
2089	0.1397193462
2090	0.1397160836
2091	0.1397124118
2092	0.1397088363
2093	0.1397044321
2094	0.1397003609
2095	0.1396965666
2096	0.1396914956
2097	0.1396879525
2098	0.1396854237
2099	0.1396826499
2100	0.1396777829
2101	0.139672754
2102	0.1396682949
2103	0.139664289
2104	0.139660364
2105	0.1396560037
2106	0.1396501428
2107	0.139647281
2108	0.1396437659
2109	0.1396370471
2110	0.1396333732
2111	0.1396301965
2112	0.1396255114
2113	0.1396233835
2114	0.1396171045
2115	0.1396141023
2116	0.1396079875
2117	0.1396039704
2118	0.1396011064
2119	0.1395957991
2120	0.1395919939
2121	0.1395897248
2122	0.1395856951
2123	0.139581862
2124	0.1395768651
2125	0.1395739094
2126	0.1395709431
2127	0.1395676585
2128	0.1395646776
2129	0.139562553
2130	0.1395596943
2131	0.139556719
2132	0.1395535266
2133	0.1395490365
2134	0.1395458596
2135	0.1395404562
2136	0.1395373416
2137	0.1395342481
2138	0.1395306169
2139	0.1395276431
2140	0.139523313
2141	0.139519064
2142	0.1395151412
2143	0.1395109517
2144	0.1395078955
2145	0.1395009816
2146	0.1394962636
2147	0.1394928297
2148	0.1394894824
2149	0.1394871998
2150	0.1394832233
2151	0.1394782413
2152	0.1394761561
2153	0.1394736344
2154	0.1394690325
2155	0.1394651792
2156	0.1394601349
2157	0.1394574263
2158	0.1394522808
2159	0.1394487455
2160	0.1394463345
2161	0.1394419156
2162	0.139438968
2163	0.1394357935
2164	0.1394334303
2165	0.139427474
2166	0.1394230233
2167	0.1394194033
2168	0.1394148327
2169	0.1394129554
2170	0.1394098363
2171	0.1394045917
2172	0.1394014931
2173	0.139396919
2174	0.1393949807
2175	0.1393904753
2176	0.1393867518
2177	0.1393830854
2178	0.1393794595
2179	0.139375282
2180	0.1393707701
2181	0.1393680385
2182	0.1393650523
2183	0.1393616349
2184	0.1393564697
2185	0.1393537943
2186	0.1393481594
2187	0.1393455543
2188	0.1393396094
2189	0.1393350696
2190	0.1393294854
2191	0.139326386
2192	0.1393230802
2193	0.1393199248
2194	0.1393155565
2195	0.1393112459
2196	0.1393065753
2197	0.1393028322
2198	0.139298262
2199	0.1392960085
2200	0.1392913428
2201	0.1392880104
2202	0.1392829068
2203	0.139279525
2204	0.139274433
2205	0.139270514
2206	0.1392656559
2207	0.1392612256
2208	0.1392567888
2209	0.13925395
2210	0.1392508895
2211	0.1392484219
2212	0.1392441579
2213	0.1392394197
2214	0.1392351727
2215	0.1392308051
2216	0.1392274044
2217	0.1392244168
2218	0.1392216419
2219	0.139218146
2220	0.1392155082
2221	0.1392123478
2222	0.139209041
2223	0.1392053937
2224	0.1392015977
2225	0.1391983141
2226	0.1391951731
2227	0.139191247
2228	0.1391885455
2229	0.1391838309
2230	0.1391815962
2231	0.1391782976
2232	0.1391752736
2233	0.1391720206
2234	0.1391686855
2235	0.1391634896
2236	0.1391590366
2237	0.1391574225
2238	0.1391538345
2239	0.1391504201
2240	0.1391458534
2241	0.1391376956
2242	0.1391344963
2243	0.1391316479
2244	0.1391271373
2245	0.1391234327
2246	0.1391204411
2247	0.1391173133
2248	0.1391126713
2249	0.1391087362
2250	0.1391062713
2251	0.1391021683
2252	0.1390961916
2253	0.1390886371
2254	0.1390839688
2255	0.1390787657
2256	0.1390756401
2257	0.1390706966
2258	0.1390663656
2259	0.1390628129
2260	0.1390578555
2261	0.1390541308
2262	0.1390495224
2263	0.1390452945
2264	0.1390434693
2265	0.1390409192
2266	0.1390382681
2267	0.1390361262
2268	0.1390318105
2269	0.1390292715
2270	0.1390234363
2271	0.1390206126
2272	0.1390162178
2273	0.1390104094
2274	0.1390056729
2275	0.1390009126
2276	0.1389969953
2277	0.1389935335
2278	0.1389904781
2279	0.1389876904
2280	0.1389828361
2281	0.1389788024
2282	0.1389747701
2283	0.1389713469
2284	0.1389696412
2285	0.1389642
2286	0.1389611515
2287	0.1389580299
2288	0.1389527608
2289	0.1389499227
2290	0.1389459307
2291	0.1389419448
2292	0.1389390301
2293	0.1389364162
2294	0.1389328482
2295	0.1389304437
2296	0.1389279078
2297	0.1389210951
2298	0.1389182266
2299	0.1389134371
2300	0.1389105901
2301	0.1389071271
2302	0.1389024963
2303	0.1388978864
2304	0.1388938708
2305	0.1388897828
2306	0.1388872849
2307	0.1388845709
2308	0.1388801177
2309	0.1388745572
2310	0.1388717967
2311	0.1388677543
2312	0.1388629484
2313	0.1388614474
2314	0.1388584007
2315	0.1388555067
2316	0.1388516732
2317	0.1388487075
2318	0.1388441173
2319	0.1388400257
2320	0.1388357166
2321	0.1388314648
2322	0.1388265636
2323	0.138822941
2324	0.1388187521
2325	0.1388148269
2326	0.1388118611
2327	0.1388073209
2328	0.1388038116
2329	0.1388000505
2330	0.138796445
2331	0.1387936899
2332	0.1387908681
2333	0.1387874056
2334	0.1387844686
2335	0.1387813241
2336	0.1387782534
2337	0.1387749393
2338	0.138772646
2339	0.1387692053
2340	0.1387671509
2341	0.1387635698
2342	0.1387601653
2343	0.138756143
2344	0.1387526464
2345	0.1387501919
2346	0.1387463059
2347	0.1387417336
2348	0.13873579
2349	0.1387327452
2350	0.1387301073
2351	0.1387273168
2352	0.1387245655
2353	0.1387220613
2354	0.1387194431
2355	0.1387173477
2356	0.1387139433
2357	0.1387099022
2358	0.1387049107
2359	0.1387006513
2360	0.1386957213
2361	0.1386930777
2362	0.1386895773
2363	0.1386844021
2364	0.1386819775
2365	0.1386776201
2366	0.1386738216
2367	0.1386678633
2368	0.1386643329
2369	0.1386606346
2370	0.1386588009
2371	0.1386536029
2372	0.1386497157
2373	0.138646904
2374	0.1386442032
2375	0.1386421867
2376	0.138638921
2377	0.1386344693
2378	0.138630196
2379	0.1386269604
2380	0.1386237181
2381	0.1386205171
2382	0.1386164675
2383	0.1386141102
2384	0.1386118904
2385	0.1386096496
2386	0.138608185
2387	0.1386045354
2388	0.1386010892
2389	0.138598498
2390	0.1385949204
2391	0.1385885892
2392	0.1385844722
2393	0.1385809533
2394	0.1385779406
2395	0.1385762133
2396	0.1385737946
2397	0.1385689792
2398	0.1385652644
2399	0.1385625065
2400	0.13855506
2401	0.1385502605
2402	0.1385470486
2403	0.138543289
2404	0.1385387121
2405	0.1385340084
2406	0.1385302924
2407	0.1385259875
2408	0.1385210857
2409	0.1385178359
2410	0.1385133494
2411	0.1385087845
2412	0.1385040267
2413	0.1385019827
2414	0.1384978095
2415	0.1384930214
2416	0.1384885026
2417	0.1384842898
2418	0.1384804572
2419	0.1384771756
2420	0.1384747586
2421	0.1384682679
2422	0.1384643169
2423	0.1384626955
2424	0.1384592126
2425	0.1384568014
2426	0.1384527081
2427	0.1384498473
2428	0.1384448141
2429	0.1384432194
2430	0.1384393591
2431	0.1384373101
2432	0.1384346271
2433	0.1384315888
2434	0.1384277676
2435	0.1384202631
2436	0.1384182742
2437	0.1384145555
2438	0.1384098376
2439	0.1384054704
2440	0.1384013501
2441	0.1383984705
2442	0.13839616
2443	0.1383931295
2444	0.1383885168
2445	0.1383858092
2446	0.1383817326
2447	0.1383796272
2448	0.1383752324
2449	0.1383709916
2450	0.1383670377
2451	0.1383639109
2452	0.1383616013
2453	0.1383579029
2454	0.138352952
2455	0.1383485948
2456	0.1383435295
2457	0.1383403347
2458	0.138337443
2459	0.1383328156
2460	0.1383296731
2461	0.1383268568
2462	0.1383221619
2463	0.1383174121
2464	0.1383153182
2465	0.1383134224
2466	0.1383087009
2467	0.1383064467
2468	0.1383041632
2469	0.1382997068
2470	0.1382942065
2471	0.138290397
2472	0.1382866161
2473	0.1382830132
2474	0.1382808124
2475	0.138275909
2476	0.1382732949
2477	0.1382714454
2478	0.1382665693
2479	0.138263829
2480	0.1382623811
2481	0.1382590537
2482	0.1382560149
2483	0.1382534576
2484	0.1382501159
2485	0.1382457114
2486	0.1382398194
2487	0.1382361369
2488	0.1382326353
2489	0.1382301077
2490	0.1382278821
2491	0.1382218721
2492	0.1382186025
2493	0.1382150427
2494	0.1382128434
2495	0.1382098905
2496	0.1382078226
2497	0.1382047126
2498	0.1381982239
2499	0.1381949485
2500	0.1381926806
2501	0.1381871408
2502	0.1381838084
2503	0.1381777742
2504	0.1381743161
2505	0.1381715034
2506	0.1381670807
2507	0.1381626254
2508	0.138157925
2509	0.1381557908
2510	0.1381495972
2511	0.1381444658
2512	0.1381411971
2513	0.1381381472
2514	0.1381335929
2515	0.1381308496
2516	0.1381258138
2517	0.1381215136
2518	0.1381157966
2519	0.1381131626
2520	0.1381082969
2521	0.1381041171
2522	0.1381022581
2523	0.1380983214
2524	0.1380918546
2525	0.1380891767
2526	0.1380868601
2527	0.1380830821
2528	0.1380793808
2529	0.138076743
2530	0.138072349
2531	0.1380696373
2532	0.1380668338
2533	0.1380619472
2534	0.1380579069
2535	0.1380534289
2536	0.1380507686
2537	0.1380487789
2538	0.1380438773
2539	0.1380407056
2540	0.1380387026
2541	0.1380371885
2542	0.1380343179
2543	0.1380300152
2544	0.1380277784
2545	0.1380227302
2546	0.1380183411
2547	0.1380122583
2548	0.1380089388
2549	0.1380048959
2550	0.1380030952
2551	0.1379989686
2552	0.1379953352
2553	0.1379925962
2554	0.1379886738
2555	0.1379855443
2556	0.1379804082
2557	0.1379769414
2558	0.1379749302
2559	0.1379727797
2560	0.1379704409
2561	0.1379674816
2562	0.1379631419
2563	0.1379593997
2564	0.1379553126
2565	0.1379525506
2566	0.1379484381
2567	0.137944543
2568	0.1379390696
2569	0.137936836
2570	0.1379315271
2571	0.1379288595
2572	0.1379225355
2573	0.1379190315
2574	0.1379163293
2575	0.1379116968
2576	0.1379082938
2577	0.1379041306
2578	0.1379000538
2579	0.1378952884
2580	0.1378900899
2581	0.1378856998
2582	0.137878659
2583	0.1378755345
2584	0.1378715818
2585	0.1378666126
2586	0.1378639127
2587	0.1378586901
2588	0.1378572766
2589	0.1378540398
2590	0.1378483315
2591	0.1378451202
2592	0.1378417139
2593	0.137837502
2594	0.1378338919
2595	0.1378279353
2596	0.1378228223
2597	0.1378201443
2598	0.1378181233
2599	0.1378141861
2600	0.1378106187
2601	0.1378081919
2602	0.1378040467
2603	0.137800591
2604	0.1377980801
2605	0.137793355
2606	0.1377869744
2607	0.1377800484
2608	0.1377772086
2609	0.1377734408
2610	0.1377717108
2611	0.1377676398
2612	0.1377649187
2613	0.1377616946
2614	0.1377594273
2615	0.1377559024
2616	0.1377541081
2617	0.1377489562
2618	0.1377457705
2619	0.1377420522
2620	0.1377388475
2621	0.1377366166
2622	0.1377341331
2623	0.137731548
2624	0.1377265303
2625	0.1377229176
2626	0.1377213313
2627	0.137717749
2628	0.1377153567
2629	0.1377115593
2630	0.1377082109
2631	0.137704188
2632	0.137702156
2633	0.1376978113
2634	0.1376933827
2635	0.1376909695
2636	0.1376880189
2637	0.1376843362
2638	0.1376818486
2639	0.1376773494
2640	0.1376720593
2641	0.1376694975
2642	0.1376647188
2643	0.1376618139
2644	0.1376585402
2645	0.1376541506
2646	0.1376499111
2647	0.1376462006
2648	0.1376448577
2649	0.1376410664
2650	0.137637105
2651	0.1376339203
2652	0.1376264168
2653	0.1376211139
2654	0.137616682
2655	0.13761423
2656	0.1376085615
2657	0.1376057467
2658	0.1376033823
2659	0.1375993099
2660	0.137595879
2661	0.1375928677
2662	0.1375880333
2663	0.1375853012
2664	0.1375833093
2665	0.1375802247
2666	0.1375784963
2667	0.1375752854
2668	0.1375718957
2669	0.137568659
2670	0.1375636297
2671	0.1375599996
2672	0.1375552811
2673	0.1375522169
2674	0.1375499187
2675	0.1375464985
2676	0.1375431515
2677	0.1375400723
2678	0.1375354697
2679	0.1375304544
2680	0.1375259984
2681	0.1375232933
2682	0.1375197905
2683	0.1375167115
2684	0.1375138845
2685	0.1375114065
2686	0.1375068826
2687	0.1375037914
2688	0.1374999746
2689	0.1374972325
2690	0.1374952094
2691	0.1374919249
2692	0.1374881774
2693	0.1374832168
2694	0.1374801128
2695	0.1374762381
2696	0.1374731907
2697	0.1374709373
2698	0.1374676621
2699	0.1374646957
2700	0.1374626841
2701	0.1374601759
2702	0.1374562317
2703	0.1374501087
2704	0.1374469971
2705	0.1374445015
2706	0.1374415855
2707	0.1374357376
2708	0.1374322355
2709	0.1374278937
2710	0.1374232505
2711	0.1374208182
2712	0.1374158208
2713	0.1374113451
2714	0.1374072643
2715	0.1374046936
2716	0.1374018196
2717	0.1373959635
2718	0.1373923844
2719	0.1373905626
2720	0.1373872367
2721	0.1373804579
2722	0.1373760026
2723	0.1373714537
2724	0.1373662631
2725	0.1373609844
2726	0.1373574776
2727	0.137352374
2728	0.1373478182
2729	0.1373431613
2730	0.1373396217
2731	0.1373362761
2732	0.1373332138
2733	0.1373289294
2734	0.137322625
2735	0.1373187765
2736	0.1373164539
2737	0.1373115427
2738	0.1373081227
2739	0.1373048697
2740	0.1373021268
2741	0.1373003054
2742	0.1372966669
2743	0.1372933989
2744	0.1372908623
2745	0.1372865609
2746	0.1372837542
2747	0.1372793813
2748	0.1372760745
2749	0.1372737533
=======
0	0.2801673778
1	0.2749700705
2	0.2699466456
3	0.2651316329
4	0.2604365815
5	0.2559834574
6	0.2516718567
7	0.247503045
8	0.2435644638
9	0.2396549983
10	0.236025761
11	0.2324867676
12	0.2291453015
13	0.2258673857
14	0.2227626477
15	0.2197125339
16	0.2167943735
17	0.21402012
18	0.2113434625
19	0.2088015816
20	0.206277528
21	0.2039740493
22	0.2017532137
23	0.1996689391
24	0.1975959838
25	0.1956145611
26	0.1937241469
27	0.191898522
28	0.190175793
29	0.1885328655
30	0.1869651347
31	0.1854820224
32	0.1840690495
33	0.1827530683
34	0.1814466709
35	0.1801955568
36	0.1790308793
37	0.1778625322
38	0.1767438214
39	0.1757540541
40	0.1747619817
41	0.1738294807
42	0.1729075805
43	0.1720627843
44	0.1712239121
45	0.1704289347
46	0.1696479603
47	0.1689152643
48	0.1682540787
49	0.1676128391
50	0.1670105611
51	0.1663926584
52	0.1658538992
53	0.1653330708
54	0.1648263595
55	0.1643111394
56	0.1638280599
57	0.1633761787
58	0.1629510916
59	0.1625368457
60	0.1621361731
61	0.1617625887
62	0.1613896129
63	0.1610385408
64	0.1607145611
65	0.1604044067
66	0.1601019254
67	0.1598284418
68	0.1595570634
69	0.1592875372
70	0.1590601654
71	0.1588202169
72	0.1586027569
73	0.1583844154
74	0.1581800672
75	0.157983947
76	0.1577948479
77	0.1576112986
78	0.1574466633
79	0.1572917099
80	0.1571348999
81	0.1569795084
82	0.1568350668
83	0.1566939654
84	0.156566706
85	0.1564387469
86	0.1563111094
87	0.1561850004
88	0.1560758287
89	0.1559700806
90	0.1558511974
91	0.1557382167
92	0.1556490373
93	0.155562299
94	0.1554700662
95	0.1553782284
96	0.1553000026
97	0.1552120733
98	0.1551292331
99	0.1550361209
100	0.1549560007
101	0.1548780153
102	0.1547980262
103	0.1547380295
104	0.154665836
105	0.1546049374
106	0.1545315839
107	0.154468369
108	0.1544064725
109	0.1543516741
110	0.1542985007
111	0.1542411345
112	0.1541781526
113	0.1541296217
114	0.1540779701
115	0.1540269092
116	0.1539704618
117	0.1539274866
118	0.153889447
119	0.1538503174
120	0.1538173195
121	0.1537739902
122	0.1537321053
123	0.1536859855
124	0.1536469619
125	0.1536109513
126	0.1535688448
127	0.1535377127
128	0.15349601
129	0.1534546155
130	0.1534283088
131	0.1533977206
132	0.1533646974
133	0.1533228568
134	0.1532882503
135	0.1532493256
136	0.1532269109
137	0.1531961716
138	0.1531723153
139	0.1531391563
140	0.1530919803
141	0.1530614994
142	0.1530344787
143	0.1530016032
144	0.1529648603
145	0.1529256683
146	0.1528948464
147	0.1528655787
148	0.1528315607
149	0.152803531
150	0.1527770848
151	0.1527510114
152	0.1527263117
153	0.1527003641
154	0.1526722767
155	0.1526483454
156	0.1526204075
157	0.1525938212
158	0.152569842
159	0.1525452323
160	0.1525184396
161	0.1524922259
162	0.152474792
163	0.1524477362
164	0.1524311447
165	0.1524119948
166	0.1523901017
167	0.1523705708
168	0.1523528525
169	0.1523334178
170	0.1523144899
171	0.1522847907
172	0.1522701827
173	0.1522475561
174	0.1522271356
175	0.1522024602
176	0.1521796894
177	0.1521642915
178	0.1521374725
179	0.1521118491
180	0.1520952858
181	0.1520770499
182	0.1520577165
183	0.1520306886
184	0.1520004867
185	0.1519801908
186	0.1519671848
187	0.1519524698
188	0.1519296893
189	0.1519098715
190	0.1518866917
191	0.15186629
192	0.1518545097
193	0.1518364825
194	0.1518132695
